"trinID"	"orfID"	"uniprotID"	"up.perct.id"	"up.alignment.length"	"up.mistmatches"	"up.gap.openings"	"up.q.start"	"up.q.end"	"up.s.start"	"up.s.end"	"up.e.value"	"up.bit.score"	"Entry"	"Status"	"Protein.names"	"Gene.names"	"Organism"	"Length"	"Gene.ontology.IDs"	"Gene.ontology..GO."	"Gene.ontology..biological.process."	"Gene.ontology..molecular.function."	"Gene.ontology..cellular.component."	"Cross.reference..PANTHER."	"Cross.reference..Pfam."	"Cross.reference..eggNOG."	"Taxonomic.lineage..SUPERKINGDOM."	"Taxonomic.lineage..KINGDOM."	"Taxonomic.lineage..PHYLUM."	"Taxonomic.lineage..all."	"type"	"len"	"strand"	"GI"	"Ginum"	"db"	"seqID"	"nr.annotation"	"nr.perct.id"	"nr.alignment.length"	"nr.mistmatches"	"nr.gap.openings"	"nr.q.start"	"nr.q.end"	"nr.s.start"	"nr.s.end"	"nr.e.value"	"nr.bit.score"
"36618"	"TRINITY_DN32853_c0_g1_TRINITY_DN32853_c0_g1_i1_g.4524_m.4524"	"Gene.7513::TRINITY_DN32853_c0_g1_TRINITY_DN32853_c0_g1_i1_g.4524_m.4524::g.7513::m.7513"	"PER34_ARATH"	27.36	106	66	5	68	162	147	252	0.002	40.8	"Q9SMU8"	"reviewed"	"Peroxidase 34 (Atperox P34) (EC 1.11.1.7) (ATPCb)"	"PER34 P34 PRXCB At3g49120 F2K15.3 T2J13.40"	"Arabidopsis thaliana (Mouse-ear cress)"	353	"GO:0004601; GO:0005618; GO:0005773; GO:0005774; GO:0005794; GO:0006952; GO:0006979; GO:0009416; GO:0009505; GO:0009735; GO:0009826; GO:0020037; GO:0042742; GO:0042744; GO:0046872; GO:0048046; GO:0050832; GO:0052033; GO:0072593"	"apoplast [GO:0048046]; cell wall [GO:0005618]; Golgi apparatus [GO:0005794]; plant-type cell wall [GO:0009505]; vacuolar membrane [GO:0005774]; vacuole [GO:0005773]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601]; defense response [GO:0006952]; defense response to bacterium [GO:0042742]; defense response to fungus [GO:0050832]; hydrogen peroxide catabolic process [GO:0042744]; pathogen-associated molecular pattern dependent induction by symbiont of host innate immune response [GO:0052033]; reactive oxygen species metabolic process [GO:0072593]; response to cytokinin [GO:0009735]; response to light stimulus [GO:0009416]; response to oxidative stress [GO:0006979]; unidimensional cell growth [GO:0009826]"	"defense response [GO:0006952]; defense response to bacterium [GO:0042742]; defense response to fungus [GO:0050832]; hydrogen peroxide catabolic process [GO:0042744]; pathogen-associated molecular pattern dependent induction by symbiont of host innate immune response [GO:0052033]; reactive oxygen species metabolic process [GO:0072593]; response to cytokinin [GO:0009735]; response to light stimulus [GO:0009416]; response to oxidative stress [GO:0006979]; unidimensional cell growth [GO:0009826]"	"heme binding [GO:0020037]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601]"	"apoplast [GO:0048046]; cell wall [GO:0005618]; Golgi apparatus [GO:0005794]; plant-type cell wall [GO:0009505]; vacuolar membrane [GO:0005774]; vacuole [GO:0005773]"	""	"PF00141;"	"ENOG410JAWC;ENOG41119N5;"	"Eukaryota"	"Viridiplantae"	"Streptophyta"	"cellular organisms, Eukaryota, Viridiplantae, Streptophyta, Streptophytina, Embryophyta, Tracheophyta, Euphyllophyta, Spermatophyta, Magnoliophyta, Mesangiospermae, eudicotyledons, Gunneridae, Pentapetalae, rosids, malvids, Brassicales, Brassicaceae, Camelineae, Arabidopsis, Arabidopsis thaliana (Mouse-ear cress)"	"type:internal"	"len:164"	"TRINITY_DN32853_c0_g1_TRINITY_DN32853_c0_g1_i1_g.4524_m.4524:1-489(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"41541"	"TRINITY_DN33221_c0_g1_TRINITY_DN33221_c0_g1_i1_g.4699_m.4699"	"Gene.10966::TRINITY_DN33221_c0_g1_TRINITY_DN33221_c0_g1_i1_g.4699_m.4699::g.10966::m.10966"	"ANKX_LEGPH"	30.56	72	48	1	45	114	874	945	6.6	30	"Q5ZXN6"	"reviewed"	"Phosphocholine transferase AnkX (PC transferase) (EC 2.7.1.-) (Ankyrin repeat-containing protein X)"	"ankX legA8 lpg0695"	"Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513)"	949	"GO:0005576; GO:0008152; GO:0009405; GO:0030430; GO:0043087; GO:0044605"	"extracellular region [GO:0005576]; host cell cytoplasm [GO:0030430]; phosphocholine transferase activity [GO:0044605]; metabolic process [GO:0008152]; pathogenesis [GO:0009405]; regulation of GTPase activity [GO:0043087]"	"metabolic process [GO:0008152]; pathogenesis [GO:0009405]; regulation of GTPase activity [GO:0043087]"	"phosphocholine transferase activity [GO:0044605]"	"extracellular region [GO:0005576]; host cell cytoplasm [GO:0030430]"	""	"PF12796;PF02661;"	"ENOG4107PTR;COG0666;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, Legionella pneumophila, Legionella pneumophila subsp. pneumophila, Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513)"	"type:internal"	"len:127"	"TRINITY_DN33221_c0_g1_TRINITY_DN33221_c0_g1_i1_g.4699_m.4699:378-1(-)"	"gi"	945617875	"gb"	"KQW72657.1"	"DNA-directed RNA polymerase subunit beta' [Methylibium sp. Root1272]"	93.5	62	4	0	193	378	619	680	1.5e-23	117.5
"43089"	"TRINITY_DN34396_c0_g1_TRINITY_DN34396_c0_g1_i1_g.5243_m.5243"	"Gene.10253::TRINITY_DN34396_c0_g1_TRINITY_DN34396_c0_g1_i1_g.5243_m.5243::g.10253::m.10253"	"3SI1B_DENAN"	40.82	49	23	2	60	108	23	65	0.18	32.7	"P86419"	"reviewed"	"Rho-elapitoxin-Da1b (Rho-EPTX-Da1b)"	""	"Dendroaspis angusticeps (Eastern green mamba) (Naja angusticeps)"	66	"GO:0005576; GO:0009405"	"extracellular region [GO:0005576]; pathogenesis [GO:0009405]"	"pathogenesis [GO:0009405]"	""	"extracellular region [GO:0005576]"	""	""	""	"Eukaryota"	"Metazoa"	"Chordata"	"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Lepidosauria (lepidosaurs), Squamata (squamates), Bifurcata (split-tongued squamates), Unidentata, Episquamata, Toxicofera, Serpentes (snakes), Colubroidea, Elapidae, Elapinae, Dendroaspis, Dendroaspis angusticeps (Eastern green mamba) (Naja angusticeps)"	"type:complete"	"len:132"	"TRINITY_DN34396_c0_g1_TRINITY_DN34396_c0_g1_i1_g.5243_m.5243:1-396(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"43364"	"TRINITY_DN34655_c0_g1_TRINITY_DN34655_c0_g1_i1_g.5345_m.5345"	"Gene.11953::TRINITY_DN34655_c0_g1_TRINITY_DN34655_c0_g1_i1_g.5345_m.5345::g.11953::m.11953"	"CR9AA_BACTG"	30.19	53	32	1	58	110	487	534	0.93	32.3	"Q99031"	"reviewed"	"Pesticidal crystal protein Cry9Aa (130 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIXA(a))"	"cry9Aa cryIG cryIVA(a)"	"Bacillus thuringiensis subsp. galleriae"	1156	"GO:0006952; GO:0009405; GO:0030435"	"defense response [GO:0006952]; pathogenesis [GO:0009405]; sporulation resulting in formation of a cellular spore [GO:0030435]"	"defense response [GO:0006952]; pathogenesis [GO:0009405]; sporulation resulting in formation of a cellular spore [GO:0030435]"	""	""	""	"PF03944;PF00555;PF03945;"	""	"Bacteria"	""	"Firmicutes"	"cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group, Bacillus thuringiensis, Bacillus thuringiensis subsp. galleriae"	"type:internal"	"len:121"	"TRINITY_DN34655_c0_g1_TRINITY_DN34655_c0_g1_i1_g.5345_m.5345:1-360(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"43754"	"TRINITY_DN35063_c0_g1_TRINITY_DN35063_c0_g1_i1_g.5488_m.5488"	"Gene.8792::TRINITY_DN35063_c0_g1_TRINITY_DN35063_c0_g1_i1_g.5488_m.5488::g.8792::m.8792"	"PAG_BACAN"	25.71	70	52	0	65	134	1	70	0.51	33.5	"P13423"	"reviewed"	"Protective antigen (PA) (Anthrax toxins translocating protein) (PA-83) (PA83) [Cleaved into: Protective antigen PA-20 (PA20); Protective antigen PA-63 (PA63)]"	"pagA pag pXO1-110 BXA0164 GBAA_pXO1_0164"	"Bacillus anthracis"	764	"GO:0000122; GO:0001933; GO:0005576; GO:0005615; GO:0005886; GO:0009405; GO:0010008; GO:0010629; GO:0035897; GO:0042802; GO:0043409; GO:0044533; GO:0046872; GO:0051260; GO:0061136; GO:1903140"	"endosome membrane [GO:0010008]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; negative regulation of gene expression [GO:0010629]; negative regulation of MAPK cascade [GO:0043409]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; pathogenesis [GO:0009405]; positive regulation of apoptotic process in other organism [GO:0044533]; protein homooligomerization [GO:0051260]; proteolysis in other organism [GO:0035897]; regulation of establishment of endothelial barrier [GO:1903140]; regulation of proteasomal protein catabolic process [GO:0061136]"	"negative regulation of gene expression [GO:0010629]; negative regulation of MAPK cascade [GO:0043409]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; pathogenesis [GO:0009405]; positive regulation of apoptotic process in other organism [GO:0044533]; protein homooligomerization [GO:0051260]; proteolysis in other organism [GO:0035897]; regulation of establishment of endothelial barrier [GO:1903140]; regulation of proteasomal protein catabolic process [GO:0061136]"	"identical protein binding [GO:0042802]; metal ion binding [GO:0046872]"	"endosome membrane [GO:0010008]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]"	""	"PF03495;PF07691;"	""	"Bacteria"	""	"Firmicutes"	"cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group, Bacillus anthracis"	"type:internal"	"len:147"	"TRINITY_DN35063_c0_g1_TRINITY_DN35063_c0_g1_i1_g.5488_m.5488:1-438(+)"	"gi"	699056529	"gb"	"KGM42321.1"	"hypothetical protein JY96_17375 [Aquabacterium sp. NJ1]"	38.2	110	68	0	109	438	6	115	1.4e-12	81.3
"58980"	"TRINITY_DN36831_c0_g1_TRINITY_DN36831_c0_g1_i1_g.6521_m.6521"	"Gene.4006::TRINITY_DN36831_c0_g1_TRINITY_DN36831_c0_g1_i1_g.6521_m.6521::g.4006::m.4006"	"SPIKE_CVRSD"	28.21	78	43	3	28	94	495	570	1.3	32	"Q9IKD1"	"reviewed"	"Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1 (90B); Spike protein S2 (90A)]"	"S"	"Rat coronavirus (strain 681) (RCV-SDAV) (Sialodacryoadenitis virus SDAV-681)"	1360	"GO:0009405; GO:0016021; GO:0019031; GO:0019064; GO:0044173; GO:0046813; GO:0055036"	"host cell endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0044173]; integral component of membrane [GO:0016021]; viral envelope [GO:0019031]; virion membrane [GO:0055036]; fusion of virus membrane with host plasma membrane [GO:0019064]; pathogenesis [GO:0009405]; receptor-mediated virion attachment to host cell [GO:0046813]"	"fusion of virus membrane with host plasma membrane [GO:0019064]; pathogenesis [GO:0009405]; receptor-mediated virion attachment to host cell [GO:0046813]"	""	"host cell endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0044173]; integral component of membrane [GO:0016021]; viral envelope [GO:0019031]; virion membrane [GO:0055036]"	""	"PF01601;PF16451;PF09408;"	""	"Viruses"	""	""	"Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Coronaviridae, Coronavirinae, Betacoronavirus, Murine coronavirus, Rat coronavirus, Rat coronavirus (strain 681) (RCV-SDAV) (Sialodacryoadenitis virus SDAV-681)"	"type:5prime_partial"	"len:122"	"TRINITY_DN36831_c0_g1_TRINITY_DN36831_c0_g1_i1_g.6521_m.6521:761-396(-)"	"gi"	72063080	"ref"	"XP_787944.1"	"PREDICTED: U3 small nucleolar RNA-interacting protein 2 isoform X2 [Strongylocentrotus purpuratus]"	67	233	68	2	40	738	245	468	3.9e-87	329.7
"60832"	"TRINITY_DN38199_c0_g1_TRINITY_DN38199_c0_g1_i2_g.7570_m.7570"	"Gene.9384::TRINITY_DN38199_c0_g1_TRINITY_DN38199_c0_g1_i2_g.7570_m.7570::g.9384::m.9384"	"MARTX_VIBCH"	33.33	45	30	0	50	94	1585	1629	0.15	35	"Q9KS12"	"reviewed"	"Multifunctional-autoprocessing repeats-in-toxin (MARTX) (EC 3.4.22.-) [Cleaved into: Actin cross-linking toxin F1 (EC 6.3.2.-); Actin cross-linking toxin F4 (EC 6.3.2.-); Rho inactivation domain-containing toxin F2; ABH effector region toxin F5; Cysteine protease domain-containing toxin F3 (EC 3.4.22.-)]"	"rtxA rtx VC_1451"	"Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)"	4558	"GO:0000287; GO:0000822; GO:0004197; GO:0005509; GO:0005524; GO:0005576; GO:0008234; GO:0008289; GO:0009405; GO:0016020; GO:0016540; GO:0016874; GO:0016881; GO:0018153; GO:0018262; GO:0019836; GO:0020002; GO:0030042; GO:0031640; GO:0044164; GO:0090527"	"extracellular region [GO:0005576]; host cell cytosol [GO:0044164]; host cell plasma membrane [GO:0020002]; membrane [GO:0016020]; acid-amino acid ligase activity [GO:0016881]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; cysteine-type endopeptidase activity [GO:0004197]; cysteine-type peptidase activity [GO:0008234]; inositol hexakisphosphate binding [GO:0000822]; ligase activity [GO:0016874]; lipid binding [GO:0008289]; magnesium ion binding [GO:0000287]; actin filament depolymerization [GO:0030042]; actin filament reorganization [GO:0090527]; hemolysis by symbiont of host erythrocytes [GO:0019836]; isopeptide cross-linking [GO:0018262]; isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine [GO:0018153]; killing of cells of other organism [GO:0031640]; pathogenesis [GO:0009405]; protein autoprocessing [GO:0016540]"	"actin filament depolymerization [GO:0030042]; actin filament reorganization [GO:0090527]; hemolysis by symbiont of host erythrocytes [GO:0019836]; isopeptide cross-linking [GO:0018262]; isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine [GO:0018153]; killing of cells of other organism [GO:0031640]; pathogenesis [GO:0009405]; protein autoprocessing [GO:0016540]"	"acid-amino acid ligase activity [GO:0016881]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; cysteine-type endopeptidase activity [GO:0004197]; cysteine-type peptidase activity [GO:0008234]; inositol hexakisphosphate binding [GO:0000822]; ligase activity [GO:0016874]; lipid binding [GO:0008289]; magnesium ion binding [GO:0000287]"	"extracellular region [GO:0005576]; host cell cytosol [GO:0044164]; host cell plasma membrane [GO:0020002]; membrane [GO:0016020]"	""	"PF16671;PF12146;PF11713;PF11647;PF07634;"	"ENOG4105EUK;COG2931;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio, Vibrio cholerae, Vibrio cholerae O1, Vibrio cholerae O1 biovar El Tor, Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)"	"type:internal"	"len:141"	"TRINITY_DN38199_c0_g1_TRINITY_DN38199_c0_g1_i2_g.7570_m.7570:1-420(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"61627"	"TRINITY_DN38498_c0_g1_TRINITY_DN38498_c0_g1_i2_g.7821_m.7821"	"Gene.7217::TRINITY_DN38498_c0_g1_TRINITY_DN38498_c0_g1_i2_g.7821_m.7821::g.7217::m.7217"	"SCX2_OPICA"	38.89	36	21	1	16	50	1	36	6.2	27.7	"P60253"	"reviewed"	"Opicalcin-2 (Opicalcine-2)"	""	"Opistophthalmus carinatus (African yellow leg scorpion)"	66	"GO:0005576; GO:0009405; GO:0019855"	"extracellular region [GO:0005576]; calcium channel inhibitor activity [GO:0019855]; pathogenesis [GO:0009405]"	"pathogenesis [GO:0009405]"	"calcium channel inhibitor activity [GO:0019855]"	"extracellular region [GO:0005576]"	""	"PF08099;"	""	"Eukaryota"	"Metazoa"	"Arthropoda"	"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Chelicerata, Arachnida, Scorpiones, Iurida, Scorpionoidea, Scorpionidae, Scorpioninae, Opistophthalmus, Opistophthalmus carinatus (African yellow leg scorpion)"	"type:3prime_partial"	"len:101"	"TRINITY_DN38498_c0_g1_TRINITY_DN38498_c0_g1_i2_g.7821_m.7821:300-1(-)"	"gi"	258406696	"gb"	"ACV72069.1"	"osteonectin-like protein [Phragmatopoma lapidosa]"	43.1	174	84	4	4	498	72	239	3.4e-31	143.3
"61828"	"TRINITY_DN38741_c0_g1_TRINITY_DN38741_c0_g1_i2_g.8034_m.8034"	"Gene.10717::TRINITY_DN38741_c0_g1_TRINITY_DN38741_c0_g1_i2_g.8034_m.8034::g.10717::m.10717"	"TSST_STAAU"	37.21	43	26	1	39	81	43	84	7.4	29.6	"P06886"	"reviewed"	"Toxic shock syndrome toxin-1 (TSST-1)"	"tst"	"Staphylococcus aureus"	234	"GO:0005576; GO:0009405"	"extracellular region [GO:0005576]; pathogenesis [GO:0009405]"	"pathogenesis [GO:0009405]"	""	"extracellular region [GO:0005576]"	""	"PF02876;"	""	"Bacteria"	""	"Firmicutes"	"cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, Staphylococcus aureus"	"type:5prime_partial"	"len:128"	"TRINITY_DN38741_c0_g1_TRINITY_DN38741_c0_g1_i2_g.8034_m.8034:1-384(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"62056"	"TRINITY_DN38985_c0_g3_TRINITY_DN38985_c0_g3_i1_g.8254_m.8254"	"Gene.5853::TRINITY_DN38985_c0_g3_TRINITY_DN38985_c0_g3_i1_g.8254_m.8254::g.5853::m.5853"	"PGA47_CANAL"	58.14	43	18	0	56	98	196	238	0.043	37.7	"G1UBC2"	"reviewed"	"Cell wall adhesin EAP1 (Enhanced adherence to polystyrene protein 1) (GPI-anchored protein 47)"	"EAP1 PGA47 CAALFM_C209530WA CaO19.1401 CaO19.8979"	"Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)"	653	"GO:0005576; GO:0005618; GO:0007155; GO:0009405; GO:0031225"	"anchored component of membrane [GO:0031225]; cell wall [GO:0005618]; extracellular region [GO:0005576]; cell adhesion [GO:0007155]; pathogenesis [GO:0009405]"	"cell adhesion [GO:0007155]; pathogenesis [GO:0009405]"	""	"anchored component of membrane [GO:0031225]; cell wall [GO:0005618]; extracellular region [GO:0005576]"	""	"PF13928;"	""	"Eukaryota"	"Fungi"	"Ascomycota"	"cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina (true yeasts), Saccharomycetes, Saccharomycetales (budding yeasts), Debaryomycetaceae, Candida/Lodderomyces clade, Candida, Candida albicans (Yeast), Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)"	"type:5prime_partial"	"len:195"	"TRINITY_DN38985_c0_g3_TRINITY_DN38985_c0_g3_i1_g.8254_m.8254:1-585(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"62138"	"TRINITY_DN39083_c0_g1_TRINITY_DN39083_c0_g1_i1_g.8355_m.8355"	"Gene.8083::TRINITY_DN39083_c0_g1_TRINITY_DN39083_c0_g1_i1_g.8355_m.8355::g.8083::m.8083"	"GAPR1_HUMAN"	31.25	144	97	2	9	151	8	150	5e-19	83.2	"Q9H4G4"	"reviewed"	"Golgi-associated plant pathogenesis-related protein 1 (GAPR-1) (Golgi-associated PR-1 protein) (Glioma pathogenesis-related protein 2) (GliPR 2)"	"GLIPR2 C9orf19 GAPR1"	"Homo sapiens (Human)"	154	"GO:0000139; GO:0010634; GO:0010718; GO:0042803; GO:0070062; GO:0070374"	"extracellular exosome [GO:0070062]; Golgi membrane [GO:0000139]; protein homodimerization activity [GO:0042803]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]"	"positive regulation of epithelial cell migration [GO:0010634]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]"	"protein homodimerization activity [GO:0042803]"	"extracellular exosome [GO:0070062]; Golgi membrane [GO:0000139]"	"PTHR10334;"	"PF00188;"	"KOG3017;COG2340;"	"Eukaryota"	"Metazoa"	"Chordata"	"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea (apes), Hominidae (great apes), Homininae, Homo, Homo sapiens (Human)"	"type:complete"	"len:155"	"TRINITY_DN39083_c0_g1_TRINITY_DN39083_c0_g1_i1_g.8355_m.8355:1-465(+)"	"gi"	780080073	"ref"	"XP_003725637.2"	"PREDICTED: golgi-associated plant pathogenesis-related protein 1 [Strongylocentrotus purpuratus]"	48	148	75	1	7	450	83	228	2.3e-34	153.7
"62297"	"TRINITY_DN39292_c5_g1_TRINITY_DN39292_c5_g1_i1_g.8505_m.8505"	"Gene.14851::TRINITY_DN39292_c5_g1_TRINITY_DN39292_c5_g1_i1_g.8505_m.8505::g.14851::m.14851"	"PRPX_HORVU"	38.68	106	60	2	6	106	102	207	5e-16	74.3	"P16273"	"reviewed"	"Pathogen-related protein"	""	"Hordeum vulgare (Barley)"	235	"GO:0006952; GO:0009607"	"defense response [GO:0006952]; response to biotic stimulus [GO:0009607]"	"defense response [GO:0006952]; response to biotic stimulus [GO:0009607]"	""	""	""	""	"ENOG410IVTW;ENOG410YA3P;"	"Eukaryota"	"Viridiplantae"	"Streptophyta"	"cellular organisms, Eukaryota, Viridiplantae, Streptophyta, Streptophytina, Embryophyta, Tracheophyta, Euphyllophyta, Spermatophyta, Magnoliophyta, Mesangiospermae, Liliopsida, Petrosaviidae, commelinids, Poales, Poaceae, BOP clade, Pooideae, Triticodae, Triticeae, Hordeinae, Hordeum, Hordeum vulgare (Barley)"	"type:internal"	"len:107"	"TRINITY_DN39292_c5_g1_TRINITY_DN39292_c5_g1_i1_g.8505_m.8505:1-318(+)"	"gi"	779988841	"ref"	"XP_011666176.1"	"PREDICTED: pathogen-related protein-like [Strongylocentrotus purpuratus]"	64.2	106	38	0	1	318	52	157	4.7e-34	152.1
"63430"	"TRINITY_DN39832_c3_g7_TRINITY_DN39832_c3_g7_i1_g.9076_m.9076"	"Gene.15367::TRINITY_DN39832_c3_g7_TRINITY_DN39832_c3_g7_i1_g.9076_m.9076::g.15367::m.15367"	"RFX1_CANAL"	44.12	34	17	1	39	70	91	124	1.1	31.6	"Q59V88"	"reviewed"	"Transcriptional regulator RFX1"	"RFX1 CAALFM_CR06110CA CaO19.11346 CaO19.3865"	"Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)"	851	"GO:0003677; GO:0005634; GO:0006351; GO:0006355; GO:0006974; GO:0009405"	"nucleus [GO:0005634]; DNA binding [GO:0003677]; cellular response to DNA damage stimulus [GO:0006974]; pathogenesis [GO:0009405]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]"	"cellular response to DNA damage stimulus [GO:0006974]; pathogenesis [GO:0009405]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]"	"DNA binding [GO:0003677]"	"nucleus [GO:0005634]"	""	"PF02257;"	""	"Eukaryota"	"Fungi"	"Ascomycota"	"cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina (true yeasts), Saccharomycetes, Saccharomycetales (budding yeasts), Debaryomycetaceae, Candida/Lodderomyces clade, Candida, Candida albicans (Yeast), Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)"	"type:5prime_partial"	"len:104"	"TRINITY_DN39832_c3_g7_TRINITY_DN39832_c3_g7_i1_g.9076_m.9076:1-312(+)"	"gi"	916872401	"ref"	"WP_051479457.1"	"hypothetical protein [Enterobacter sp. MGH 2]"	89.5	19	2	0	254	310	57	75	0.86	41.6
"63436"	"TRINITY_DN39837_c0_g2_TRINITY_DN39837_c0_g2_i1_g.9084_m.9084"	"Gene.14070::TRINITY_DN39837_c0_g2_TRINITY_DN39837_c0_g2_i1_g.9084_m.9084::g.14070::m.14070"	"SIDD_LEGPH"	22.97	74	54	1	27	100	164	234	5	29.6	"Q5ZSQ2"	"reviewed"	"Adenosine monophosphate-protein hydrolase SidD (De-AMPylase SidD) (DeAMPylase SidD) (EC 3.1.4.-) (Adenylyl-[Rab1] hydrolase)"	"sidD lpg2465"	"Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513)"	507	"GO:0009405; GO:0017137; GO:0018117; GO:0043087; GO:0044220; GO:0044602; GO:0044603; GO:0046872"	"host cell perinuclear region of cytoplasm [GO:0044220]; metal ion binding [GO:0046872]; protein adenylylhydrolase activity [GO:0044603]; Rab GTPase binding [GO:0017137]; pathogenesis [GO:0009405]; protein adenylylation [GO:0018117]; protein deadenylylation [GO:0044602]; regulation of GTPase activity [GO:0043087]"	"pathogenesis [GO:0009405]; protein adenylylation [GO:0018117]; protein deadenylylation [GO:0044602]; regulation of GTPase activity [GO:0043087]"	"metal ion binding [GO:0046872]; protein adenylylhydrolase activity [GO:0044603]; Rab GTPase binding [GO:0017137]"	"host cell perinuclear region of cytoplasm [GO:0044220]"	""	""	""	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, Legionella pneumophila, Legionella pneumophila subsp. pneumophila, Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513)"	"type:complete"	"len:109"	"TRINITY_DN39837_c0_g2_TRINITY_DN39837_c0_g2_i1_g.9084_m.9084:1-327(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
