"trinID"	"orfID"	"uniprotID"	"up.perct.id"	"up.alignment.length"	"up.mistmatches"	"up.gap.openings"	"up.q.start"	"up.q.end"	"up.s.start"	"up.s.end"	"up.e.value"	"up.bit.score"	"Entry"	"Status"	"Protein.names"	"Gene.names"	"Organism"	"Length"	"Gene.ontology.IDs"	"Gene.ontology..GO."	"Gene.ontology..biological.process."	"Gene.ontology..molecular.function."	"Gene.ontology..cellular.component."	"Cross.reference..PANTHER."	"Cross.reference..Pfam."	"Cross.reference..eggNOG."	"Taxonomic.lineage..SUPERKINGDOM."	"Taxonomic.lineage..KINGDOM."	"Taxonomic.lineage..PHYLUM."	"Taxonomic.lineage..all."	"type"	"len"	"strand"	"GI"	"Ginum"	"db"	"seqID"	"nr.annotation"	"nr.perct.id"	"nr.alignment.length"	"nr.mistmatches"	"nr.gap.openings"	"nr.q.start"	"nr.q.end"	"nr.s.start"	"nr.s.end"	"nr.e.value"	"nr.bit.score"
"32138"	"TRINITY_DN31826_c0_g1_TRINITY_DN31826_c0_g1_i1_g.4206_m.4206"	"Gene.10518::TRINITY_DN31826_c0_g1_TRINITY_DN31826_c0_g1_i1_g.4206_m.4206::g.10518::m.10518"	"RLMN_RUBXD"	22.47	89	61	2	12	92	119	207	0.4	33.5	"Q1AYW0"	"reviewed"	"Probable dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase)"	"rlmN Rxyl_0444"	"Rubrobacter xylanophilus (strain DSM 9941 / NBRC 16129)"	355	"GO:0005737; GO:0030488; GO:0046872; GO:0051539; GO:0070040; GO:0070475"	"cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; rRNA (adenine-C2-)-methyltransferase activity [GO:0070040]; rRNA base methylation [GO:0070475]; tRNA methylation [GO:0030488]"	"rRNA base methylation [GO:0070475]; tRNA methylation [GO:0030488]"	"4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; rRNA (adenine-C2-)-methyltransferase activity [GO:0070040]"	"cytoplasm [GO:0005737]"	"PTHR30544;"	"PF04055;"	"ENOG4105C55;COG0820;"	"Bacteria"	""	"Actinobacteria"	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Rubrobacteria, Rubrobacterales, Rubrobacteraceae, Rubrobacter, Rubrobacter xylanophilus, Rubrobacter xylanophilus (strain DSM 9941 / NBRC 16129)"	"type:3prime_partial"	"len:130"	"TRINITY_DN31826_c0_g1_TRINITY_DN31826_c0_g1_i1_g.4206_m.4206:1-387(+)"	"gi"	676454125	"ref"	"XP_009053578.1"	"hypothetical protein LOTGIDRAFT_116555 [Lottia gigantea]"	34.4	128	62	2	4	387	1	106	5e-14	85.9
"32153"	"TRINITY_DN31864_c0_g1_TRINITY_DN31864_c0_g1_i1_g.4223_m.4223"	"Gene.15353::TRINITY_DN31864_c0_g1_TRINITY_DN31864_c0_g1_i1_g.4223_m.4223::g.15353::m.15353"	"VATB_CLONN"	23.53	85	64	1	11	95	347	430	0.96	31.6	"A0PZC7"	"reviewed"	"V-type ATP synthase beta chain (V-ATPase subunit B)"	"atpB NT01CX_1648"	"Clostridium novyi (strain NT)"	460	"GO:0005524; GO:0006754; GO:0015992"	"ATP binding [GO:0005524]; ATP biosynthetic process [GO:0006754]; proton transport [GO:0015992]"	"ATP biosynthetic process [GO:0006754]; proton transport [GO:0015992]"	"ATP binding [GO:0005524]"	""	"PTHR43389;"	"PF00006;PF02874;"	"ENOG4108JIP;COG1156;"	"Bacteria"	""	"Firmicutes"	"cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, Clostridium novyi, Clostridium novyi (strain NT)"	"type:internal"	"len:105"	"TRINITY_DN31864_c0_g1_TRINITY_DN31864_c0_g1_i1_g.4223_m.4223:1-312(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"32164"	"TRINITY_DN31892_c0_g1_TRINITY_DN31892_c0_g1_i1_g.4237_m.4237"	"Gene.13002::TRINITY_DN31892_c0_g1_TRINITY_DN31892_c0_g1_i1_g.4237_m.4237::g.13002::m.13002"	"CAPP_SYNY3"	52.94	34	13	1	83	113	36	69	7.6	29.3	"P74299"	"reviewed"	"Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)"	"ppc sll0920"	"Synechocystis sp. (strain PCC 6803 / Kazusa)"	1034	"GO:0005829; GO:0006099; GO:0008964; GO:0015977"	"cytosol [GO:0005829]; phosphoenolpyruvate carboxylase activity [GO:0008964]; carbon fixation [GO:0015977]; tricarboxylic acid cycle [GO:0006099]"	"carbon fixation [GO:0015977]; tricarboxylic acid cycle [GO:0006099]"	"phosphoenolpyruvate carboxylase activity [GO:0008964]"	"cytosol [GO:0005829]"	""	"PF00311;"	""	"Bacteria"	""	"Cyanobacteria"	"cellular organisms, Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Merismopediaceae, Synechocystis, Synechocystis sp. PCC 6803, Synechocystis sp. (strain PCC 6803 / Kazusa)"	"type:internal"	"len:115"	"TRINITY_DN31892_c0_g1_TRINITY_DN31892_c0_g1_i1_g.4237_m.4237:1-342(+)"	"gi"	72028083	"ref"	"XP_797592.1"	"PREDICTED: zinc finger and BTB domain-containing protein 24 [Strongylocentrotus purpuratus]"	60.2	113	38	3	342	4	654	759	9.5e-33	147.9
"36244"	"TRINITY_DN31915_c0_g1_TRINITY_DN31915_c0_g1_i1_g.4251_m.4251"	"Gene.13990::TRINITY_DN31915_c0_g1_TRINITY_DN31915_c0_g1_i1_g.4251_m.4251::g.13990::m.13990"	"GLMM_CAUCR"	29.17	72	49	1	36	107	361	430	0.029	36.2	"Q9ABV3"	"reviewed"	"Phosphoglucosamine mutase (EC 5.4.2.10)"	"glmM CC_0117"	"Caulobacter crescentus (strain ATCC 19089 / CB15)"	448	"GO:0000287; GO:0005975; GO:0008966"	"magnesium ion binding [GO:0000287]; phosphoglucosamine mutase activity [GO:0008966]; carbohydrate metabolic process [GO:0005975]"	"carbohydrate metabolic process [GO:0005975]"	"magnesium ion binding [GO:0000287]; phosphoglucosamine mutase activity [GO:0008966]"	""	""	"PF02878;PF02879;PF02880;PF00408;"	"ENOG4107QJF;COG1109;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Caulobacter, Caulobacter vibrioides (Caulobacter crescentus), Caulobacter crescentus (strain ATCC 19089 / CB15)"	"type:internal"	"len:111"	"TRINITY_DN31915_c0_g1_TRINITY_DN31915_c0_g1_i1_g.4251_m.4251:1-330(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"36246"	"TRINITY_DN31916_c0_g1_TRINITY_DN31916_c0_g1_i1_g.4255_m.4255"	"Gene.4406::TRINITY_DN31916_c0_g1_TRINITY_DN31916_c0_g1_i1_g.4255_m.4255::g.4406::m.4406"	"HSPB_BRADU"	48.87	133	65	2	1	133	13	142	5e-40	137	"P70918"	"reviewed"	"Small heat shock protein HspB"	"hspB blr5233"	"Bradyrhizobium diazoefficiens (strain JCM 10833 / IAM 13628 / NBRC 14792 / USDA 110)"	153	""	""	""	""	""	"PTHR11527;"	"PF00011;"	"ENOG4108ZNX;COG0071;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, Bradyrhizobium diazoefficiens, Bradyrhizobium diazoefficiens (strain JCM 10833 / IAM 13628 / NBRC 14792 / USDA 110)"	"type:5prime_partial"	"len:143"	"TRINITY_DN31916_c0_g1_TRINITY_DN31916_c0_g1_i1_g.4255_m.4255:714-286(-)"	"gi"	644419502	"ref"	"WP_025311831.1"	"heat-shock protein [Roseibacterium elongatum]"	71.9	128	35	1	714	331	12	138	2.5e-43	184.1
"36273"	"TRINITY_DN31944_c0_g1_TRINITY_DN31944_c0_g1_i1_g.4262_m.4262"	"Gene.4198::TRINITY_DN31944_c0_g1_TRINITY_DN31944_c0_g1_i1_g.4262_m.4262::g.4198::m.4198"	"ISPE_JANMA"	29	100	63	2	23	117	26	122	0.48	33.1	"A6T2S0"	"reviewed"	"4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)"	"ispE mma_3127"	"Janthinobacterium sp. (strain Marseille) (Minibacterium massiliensis)"	289	"GO:0005524; GO:0016114; GO:0019288; GO:0050515"	"4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity [GO:0050515]; ATP binding [GO:0005524]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]"	"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]"	"4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity [GO:0050515]; ATP binding [GO:0005524]"	""	"PTHR43527:SF2;"	"PF08544;PF00288;"	"ENOG4105CTR;COG1947;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Janthinobacterium, Janthinobacterium sp. (strain Marseille) (Minibacterium massiliensis)"	"type:complete"	"len:123"	"TRINITY_DN31944_c0_g1_TRINITY_DN31944_c0_g1_i1_g.4262_m.4262:194-562(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"36279"	"TRINITY_DN31955_c0_g1_TRINITY_DN31955_c0_g1_i1_g.4270_m.4270"	"Gene.16226::TRINITY_DN31955_c0_g1_TRINITY_DN31955_c0_g1_i1_g.4270_m.4270::g.16226::m.16226"	"TRMFO_SYMTH"	31.18	93	61	2	5	94	65	157	2.9	30	"Q67PC6"	"reviewed"	"Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO (EC 2.1.1.74) (Folate-dependent tRNA (uracil-5-)-methyltransferase) (Folate-dependent tRNA(M-5-U54)-methyltransferase)"	"trmFO gid STH1482"	"Symbiobacterium thermophilum (strain T / IAM 14863)"	447	"GO:0005737; GO:0008033; GO:0016491; GO:0047151; GO:0050660"	"cytoplasm [GO:0005737]; flavin adenine dinucleotide binding [GO:0050660]; methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity [GO:0047151]; oxidoreductase activity [GO:0016491]; tRNA processing [GO:0008033]"	"tRNA processing [GO:0008033]"	"flavin adenine dinucleotide binding [GO:0050660]; methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity [GO:0047151]; oxidoreductase activity [GO:0016491]"	"cytoplasm [GO:0005737]"	"PTHR11806;PTHR11806:SF5;"	"PF01134;"	"ENOG4108FW6;COG1206;"	"Bacteria"	""	"Firmicutes"	"cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Symbiobacteriaceae, Symbiobacterium, Symbiobacterium thermophilum, Symbiobacterium thermophilum (strain T / IAM 14863)"	"type:internal"	"len:102"	"TRINITY_DN31955_c0_g1_TRINITY_DN31955_c0_g1_i1_g.4270_m.4270:1-303(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"36284"	"TRINITY_DN31980_c0_g1_TRINITY_DN31980_c0_g1_i1_g.4274_m.4274"	"Gene.12626::TRINITY_DN31980_c0_g1_TRINITY_DN31980_c0_g1_i1_g.4274_m.4274::g.12626::m.12626"	"MASZ_MYCPA"	36.54	52	25	2	18	64	23	71	0.52	32.7	"Q73ZQ2"	"reviewed"	"Malate synthase G (EC 2.3.3.9)"	"glcB MAP_1549c"	"Mycobacterium paratuberculosis (strain ATCC BAA-968 / K-10)"	734	"GO:0004474; GO:0005737; GO:0006097; GO:0006099; GO:0046872"	"cytoplasm [GO:0005737]; malate synthase activity [GO:0004474]; metal ion binding [GO:0046872]; glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099]"	"glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099]"	"malate synthase activity [GO:0004474]; metal ion binding [GO:0046872]"	"cytoplasm [GO:0005737]"	""	"PF01274;"	"ENOG4107QP3;COG2225;"	"Bacteria"	""	"Actinobacteria"	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Corynebacteriales, Mycobacteriaceae, Mycobacterium, Mycobacterium avium complex (MAC), Mycobacterium avium, Mycobacterium paratuberculosis, Mycobacterium paratuberculosis (strain ATCC BAA-968 / K-10)"	"type:internal"	"len:117"	"TRINITY_DN31980_c0_g1_TRINITY_DN31980_c0_g1_i1_g.4274_m.4274:1-348(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"36288"	"TRINITY_DN32_c0_g1_TRINITY_DN32_c0_g1_i1_g.9_m.9"	"Gene.10642::TRINITY_DN32_c0_g1_TRINITY_DN32_c0_g1_i1_g.9_m.9::g.10642::m.10642"	"DMDC_RUEPO"	58.91	129	47	3	1	126	396	521	3e-35	131	"Q5LLW7"	"reviewed"	"3-methylmercaptopropionyl-CoA dehydrogenase (EC 1.3.8.-)"	"dmdC SPO3804"	"Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3) (Silicibacter pomeroyi)"	588	"GO:0003995; GO:0050660; GO:0052890"	"acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor [GO:0052890]"	""	"acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor [GO:0052890]"	""	""	"PF00441;PF12806;PF02770;PF02771;"	"ENOG4105CSU;COG1960;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Ruegeria, Ruegeria pomeroyi, Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3) (Silicibacter pomeroyi)"	"type:internal"	"len:129"	"TRINITY_DN32_c0_g1_TRINITY_DN32_c0_g1_i1_g.9_m.9:1-384(+)"	"gi"	737039522	"ref"	"WP_035034777.1"	"acyl-CoA dehydrogenase [Aquabacterium sp. NJ1]"	68.2	129	40	1	1	384	405	533	3.8e-38	166
"36295"	"TRINITY_DN32017_c1_g1_TRINITY_DN32017_c1_g1_i1_g.4290_m.4290"	"Gene.10135::TRINITY_DN32017_c1_g1_TRINITY_DN32017_c1_g1_i1_g.4290_m.4290::g.10135::m.10135"	"JNK_DROME"	79.23	130	27	0	1	130	154	283	2e-73	229	"P92208"	"reviewed"	"Stress-activated protein kinase JNK (dJNK) (EC 2.7.11.24) (Protein basket)"	"bsk JNK CG5680"	"Drosophila melanogaster (Fruit fly)"	372	"GO:0000165; GO:0001736; GO:0004672; GO:0004674; GO:0004705; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0006979; GO:0007254; GO:0007258; GO:0007298; GO:0007391; GO:0007411; GO:0007616; GO:0009408; GO:0010468; GO:0010508; GO:0016055; GO:0016319; GO:0019731; GO:0030424; GO:0030425; GO:0030707; GO:0034599; GO:0034614; GO:0035006; GO:0035313; GO:0042060; GO:0043508; GO:0043652; GO:0046529; GO:0046843; GO:0046844; GO:0048615; GO:0048666; GO:0048674; GO:0048675; GO:0048803; GO:0048812; GO:0071243; GO:0071276; GO:0071907; GO:1903688; GO:1904801"	"axon [GO:0030424]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; nucleus [GO:0005634]; ATP binding [GO:0005524]; JUN kinase activity [GO:0004705]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; antibacterial humoral response [GO:0019731]; axon extension [GO:0048675]; axon guidance [GO:0007411]; border follicle cell migration [GO:0007298]; cellular response to arsenic-containing substance [GO:0071243]; cellular response to cadmium ion [GO:0071276]; cellular response to oxidative stress [GO:0034599]; cellular response to reactive oxygen species [GO:0034614]; collateral sprouting of injured axon [GO:0048674]; determination of digestive tract left/right asymmetry [GO:0071907]; dorsal appendage formation [GO:0046843]; dorsal closure [GO:0007391]; embryonic anterior midgut (ectodermal) morphogenesis [GO:0048615]; engulfment of apoptotic cell [GO:0043652]; establishment of planar polarity [GO:0001736]; imaginal disc fusion, thorax closure [GO:0046529]; imaginal disc-derived male genitalia morphogenesis [GO:0048803]; JNK cascade [GO:0007254]; JUN phosphorylation [GO:0007258]; long-term memory [GO:0007616]; MAPK cascade [GO:0000165]; melanization defense response [GO:0035006]; micropyle formation [GO:0046844]; mushroom body development [GO:0016319]; negative regulation of JUN kinase activity [GO:0043508]; neuron development [GO:0048666]; neuron projection morphogenesis [GO:0048812]; ovarian follicle cell development [GO:0030707]; positive regulation of autophagy [GO:0010508]; positive regulation of border follicle cell migration [GO:1903688]; positive regulation of neuron remodeling [GO:1904801]; protein phosphorylation [GO:0006468]; regulation of gene expression [GO:0010468]; response to heat [GO:0009408]; response to oxidative stress [GO:0006979]; Wnt signaling pathway [GO:0016055]; wound healing [GO:0042060]; wound healing, spreading of epidermal cells [GO:0035313]"	"antibacterial humoral response [GO:0019731]; axon extension [GO:0048675]; axon guidance [GO:0007411]; border follicle cell migration [GO:0007298]; cellular response to arsenic-containing substance [GO:0071243]; cellular response to cadmium ion [GO:0071276]; cellular response to oxidative stress [GO:0034599]; cellular response to reactive oxygen species [GO:0034614]; collateral sprouting of injured axon [GO:0048674]; determination of digestive tract left/right asymmetry [GO:0071907]; dorsal appendage formation [GO:0046843]; dorsal closure [GO:0007391]; embryonic anterior midgut (ectodermal) morphogenesis [GO:0048615]; engulfment of apoptotic cell [GO:0043652]; establishment of planar polarity [GO:0001736]; imaginal disc-derived male genitalia morphogenesis [GO:0048803]; imaginal disc fusion, thorax closure [GO:0046529]; JNK cascade [GO:0007254]; JUN phosphorylation [GO:0007258]; long-term memory [GO:0007616]; MAPK cascade [GO:0000165]; melanization defense response [GO:0035006]; micropyle formation [GO:0046844]; mushroom body development [GO:0016319]; negative regulation of JUN kinase activity [GO:0043508]; neuron development [GO:0048666]; neuron projection morphogenesis [GO:0048812]; ovarian follicle cell development [GO:0030707]; positive regulation of autophagy [GO:0010508]; positive regulation of border follicle cell migration [GO:1903688]; positive regulation of neuron remodeling [GO:1904801]; protein phosphorylation [GO:0006468]; regulation of gene expression [GO:0010468]; response to heat [GO:0009408]; response to oxidative stress [GO:0006979]; Wnt signaling pathway [GO:0016055]; wound healing [GO:0042060]; wound healing, spreading of epidermal cells [GO:0035313]"	"ATP binding [GO:0005524]; JUN kinase activity [GO:0004705]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]"	"axon [GO:0030424]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; nucleus [GO:0005634]"	""	"PF00069;"	"KOG0665;ENOG410XSHI;"	"Eukaryota"	"Metazoa"	"Arthropoda"	"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Acalyptratae, Ephydroidea, Drosophilidae (pomace flies), Drosophilinae, Drosophilini, Drosophila (fruit flies), Sophophora, melanogaster group, melanogaster subgroup, Drosophila melanogaster (Fruit fly)"	"type:internal"	"len:134"	"TRINITY_DN32017_c1_g1_TRINITY_DN32017_c1_g1_i1_g.4290_m.4290:1-399(+)"	"gi"	321472800	"gb"	"EFX83769.1"	"hypothetical protein DAPPUDRAFT_127867 [Daphnia pulex]"	82.3	130	23	0	1	390	155	284	2.2e-57	229.9
"36311"	"TRINITY_DN32040_c0_g1_TRINITY_DN32040_c0_g1_i1_g.4303_m.4303"	"Gene.16476::TRINITY_DN32040_c0_g1_TRINITY_DN32040_c0_g1_i1_g.4303_m.4303::g.16476::m.16476"	"TRPA_CYAP8"	43.24	37	21	0	18	54	183	219	2.1	30.4	"B7JUK2"	"reviewed"	"Tryptophan synthase alpha chain (EC 4.2.1.20)"	"trpA PCC8801_1490"	"Cyanothece sp. (strain PCC 8801) (Synechococcus sp. (strain PCC 8801 / RF-1))"	267	"GO:0004834"	"tryptophan synthase activity [GO:0004834]"	""	"tryptophan synthase activity [GO:0004834]"	""	""	"PF00290;"	"ENOG4105F6H;COG0159;"	"Bacteria"	""	"Cyanobacteria"	"cellular organisms, Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Oscillatoriophycideae, Oscillatoriales, Cyanothecaceae, Cyanothece, Cyanothece sp. (strain PCC 8801) (Synechococcus sp. (strain PCC 8801 / RF-1))"	"type:internal"	"len:101"	"TRINITY_DN32040_c0_g1_TRINITY_DN32040_c0_g1_i1_g.4303_m.4303:1-300(+)"	"gi"	780177841	"ref"	"XP_011661606.1"	"PREDICTED: WD repeat-containing protein on Y chromosome [Strongylocentrotus purpuratus]"	40.2	97	52	1	1	291	628	718	5.2e-11	75.5
"36312"	"TRINITY_DN32042_c0_g2_TRINITY_DN32042_c0_g2_i1_g.4304_m.4304"	"Gene.14747::TRINITY_DN32042_c0_g2_TRINITY_DN32042_c0_g2_i1_g.4304_m.4304::g.14747::m.14747"	"CR1AA_BACTA"	35.85	53	26	1	6	50	535	587	2	30.8	"P0A367"	"reviewed"	"Pesticidal crystal protein Cry1Aa (133 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIA(a))"	"cry1Aa cry-1-1 cry1A(a) cryA crybns3-1 cryIA(a) icp"	"Bacillus thuringiensis subsp. aizawai"	1176	"GO:0006952; GO:0009405; GO:0030435"	"defense response [GO:0006952]; pathogenesis [GO:0009405]; sporulation resulting in formation of a cellular spore [GO:0030435]"	"defense response [GO:0006952]; pathogenesis [GO:0009405]; sporulation resulting in formation of a cellular spore [GO:0030435]"	""	""	""	"PF03944;PF00555;PF03945;"	""	"Bacteria"	""	"Firmicutes"	"cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group, Bacillus thuringiensis, Bacillus thuringiensis subsp. aizawai"	"type:5prime_partial"	"len:106"	"TRINITY_DN32042_c0_g2_TRINITY_DN32042_c0_g2_i1_g.4304_m.4304:1-318(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"36318"	"TRINITY_DN32066_c0_g1_TRINITY_DN32066_c0_g1_i1_g.4311_m.4311"	"Gene.4539::TRINITY_DN32066_c0_g1_TRINITY_DN32066_c0_g1_i1_g.4311_m.4311::g.4539::m.4539"	"RPIR_ECOLI"	22.92	96	63	3	25	117	87	174	1.2	31.6	"P0ACS7"	"reviewed"	"HTH-type transcriptional regulator RpiR (Als operon repressor)"	"rpiR alsR yjcY b4089 JW4050"	"Escherichia coli (strain K12)"	296	"GO:0003677; GO:0003700; GO:0005829; GO:0006351; GO:0045892; GO:0097367; GO:1901135"	"cytosol [GO:0005829]; carbohydrate derivative binding [GO:0097367]; DNA binding [GO:0003677]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; carbohydrate derivative metabolic process [GO:1901135]; negative regulation of transcription, DNA-templated [GO:0045892]; transcription, DNA-templated [GO:0006351]"	"carbohydrate derivative metabolic process [GO:1901135]; negative regulation of transcription, DNA-templated [GO:0045892]; transcription, DNA-templated [GO:0006351]"	"carbohydrate derivative binding [GO:0097367]; DNA binding [GO:0003677]; transcription factor activity, sequence-specific DNA binding [GO:0003700]"	"cytosol [GO:0005829]"	""	"PF01418;PF01380;"	"ENOG4105NYY;COG1737;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia, Escherichia coli, Escherichia coli (strain K12)"	"type:5prime_partial"	"len:120"	"TRINITY_DN32066_c0_g1_TRINITY_DN32066_c0_g1_i1_g.4311_m.4311:699-340(-)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"36328"	"TRINITY_DN32097_c0_g1_TRINITY_DN32097_c0_g1_i1_g.4322_m.4322"	"Gene.10114::TRINITY_DN32097_c0_g1_TRINITY_DN32097_c0_g1_i1_g.4322_m.4322::g.10114::m.10114"	"AROC_CAMLR"	29.58	71	49	1	62	132	187	256	0.19	34.3	"B9KE09"	"reviewed"	"Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)"	"aroC Cla_1493"	"Campylobacter lari (strain RM2100 / D67 / ATCC BAA-1060)"	362	"GO:0004107; GO:0009073; GO:0009423"	"chorismate synthase activity [GO:0004107]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]"	"aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]"	"chorismate synthase activity [GO:0004107]"	""	"PTHR21085;"	"PF01264;"	"ENOG4105D10;COG0082;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, Campylobacter lari, Campylobacter lari (strain RM2100 / D67 / ATCC BAA-1060)"	"type:internal"	"len:134"	"TRINITY_DN32097_c0_g1_TRINITY_DN32097_c0_g1_i1_g.4322_m.4322:1-399(+)"	"gi"	1143585	"emb"	"CAA61929.1"	"2 alpha fibrillar collagen [Paracentrotus lividus]"	42.1	133	74	2	1	396	886	1016	3.9e-22	112.8
"36331"	"TRINITY_DN32108_c0_g1_TRINITY_DN32108_c0_g1_i1_g.4325_m.4325"	"Gene.14558::TRINITY_DN32108_c0_g1_TRINITY_DN32108_c0_g1_i1_g.4325_m.4325::g.14558::m.14558"	"URED_HALMA"	30.61	98	52	4	3	88	179	272	0.088	34.3	"Q75ZQ2"	"reviewed"	"Urease accessory protein UreD"	"ureD pNG7127"	"Haloarcula marismortui (strain ATCC 43049 / DSM 3752 / JCM 8966 / VKM B-1809) (Halobacterium marismortui)"	299	"GO:0005737; GO:0006807; GO:0016151"	"cytoplasm [GO:0005737]; nickel cation binding [GO:0016151]; nitrogen compound metabolic process [GO:0006807]"	"nitrogen compound metabolic process [GO:0006807]"	"nickel cation binding [GO:0016151]"	"cytoplasm [GO:0005737]"	""	"PF01774;"	""	"Archaea"	""	"Euryarchaeota"	"cellular organisms, Archaea, Euryarchaeota, Halobacteria, Halobacteriales, Halobacteriaceae, Haloarcula, Haloarcula marismortui, Haloarcula marismortui (strain ATCC 43049 / DSM 3752 / JCM 8966 / VKM B-1809) (Halobacterium marismortui)"	"type:5prime_partial"	"len:102"	"TRINITY_DN32108_c0_g1_TRINITY_DN32108_c0_g1_i1_g.4325_m.4325:320-15(-)"	"gi"	779989247	"ref"	"XP_011666737.1"	"PREDICTED: uncharacterized protein LOC105439440 [Strongylocentrotus purpuratus]"	70.1	107	31	1	1	321	1230	1335	2.5e-35	156.4
