"trinID"	"orfID"	"uniprotID"	"up.perct.id"	"up.alignment.length"	"up.mistmatches"	"up.gap.openings"	"up.q.start"	"up.q.end"	"up.s.start"	"up.s.end"	"up.e.value"	"up.bit.score"	"Entry"	"Status"	"Protein.names"	"Gene.names"	"Organism"	"Length"	"Gene.ontology.IDs"	"Gene.ontology..GO."	"Gene.ontology..biological.process."	"Gene.ontology..molecular.function."	"Gene.ontology..cellular.component."	"Cross.reference..PANTHER."	"Cross.reference..Pfam."	"Cross.reference..eggNOG."	"Taxonomic.lineage..SUPERKINGDOM."	"Taxonomic.lineage..KINGDOM."	"Taxonomic.lineage..PHYLUM."	"Taxonomic.lineage..all."	"type"	"len"	"strand"	"GI"	"Ginum"	"db"	"seqID"	"nr.annotation"	"nr.perct.id"	"nr.alignment.length"	"nr.mistmatches"	"nr.gap.openings"	"nr.q.start"	"nr.q.end"	"nr.s.start"	"nr.s.end"	"nr.e.value"	"nr.bit.score"
"83693"	"TRINITY_DN45313_c1_g2_TRINITY_DN45313_c1_g2_i1_g.19071_m.19071"	"Gene.3227::TRINITY_DN45313_c1_g2_TRINITY_DN45313_c1_g2_i1_g.19071_m.19071::g.3227::m.3227"	"PSA1_MOUSE"	71.16	267	72	3	1	267	1	262	4e-143	410	"Q9R1P4"	"reviewed"	"Proteasome subunit alpha type-1 (EC 3.4.25.1) (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain)"	"Psma1"	"Mus musculus (Mouse)"	263	"GO:0000502; GO:0001530; GO:0002376; GO:0002862; GO:0004298; GO:0005634; GO:0005654; GO:0005813; GO:0005829; GO:0005839; GO:0006511; GO:0019773; GO:0070062"	"centrosome [GO:0005813]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome complex [GO:0000502]; proteasome core complex [GO:0005839]; proteasome core complex, alpha-subunit complex [GO:0019773]; lipopolysaccharide binding [GO:0001530]; threonine-type endopeptidase activity [GO:0004298]; immune system process [GO:0002376]; negative regulation of inflammatory response to antigenic stimulus [GO:0002862]; ubiquitin-dependent protein catabolic process [GO:0006511]"	"immune system process [GO:0002376]; negative regulation of inflammatory response to antigenic stimulus [GO:0002862]; ubiquitin-dependent protein catabolic process [GO:0006511]"	"lipopolysaccharide binding [GO:0001530]; threonine-type endopeptidase activity [GO:0004298]"	"centrosome [GO:0005813]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome complex [GO:0000502]; proteasome core complex [GO:0005839]; proteasome core complex, alpha-subunit complex [GO:0019773]"	""	"PF00227;PF10584;"	"KOG0863;COG0638;"	"Eukaryota"	"Metazoa"	"Chordata"	"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Glires (Rodents and rabbits), Rodentia, Sciurognathi, Muroidea, Muridae, Murinae, Mus, Mus, Mus musculus (Mouse)"	"type:complete"	"len:292"	"TRINITY_DN45313_c1_g2_TRINITY_DN45313_c1_g2_i1_g.19071_m.19071:1-876(+)"	"gi"	918995343	"ref"	"XP_013393501.1"	"PREDICTED: proteasome subunit alpha type-1-like [Lingula anatina]"	79.2	236	49	0	1	708	1	236	1.4e-104	387.9
"83705"	"TRINITY_DN45322_c2_g1_TRINITY_DN45322_c2_g1_i4_g.19094_m.19094"	"Gene.2852::TRINITY_DN45322_c2_g1_TRINITY_DN45322_c2_g1_i4_g.19094_m.19094::g.2852::m.2852"	"TR10C_HUMAN"	27.93	179	84	7	2	180	7	140	0.004	42	"O14798"	"reviewed"	"Tumor necrosis factor receptor superfamily member 10C (Antagonist decoy receptor for TRAIL/Apo-2L) (Decoy TRAIL receptor without death domain) (Decoy receptor 1) (DcR1) (Lymphocyte inhibitor of TRAIL) (TNF-related apoptosis-inducing ligand receptor 3) (TRAIL receptor 3) (TRAIL-R3) (TRAIL receptor without an intracellular domain) (CD antigen CD263)"	"TNFRSF10C DCR1 LIT TRAILR3 TRID UNQ321/PRO366"	"Homo sapiens (Human)"	259	"GO:0004888; GO:0005031; GO:0005886; GO:0005887; GO:0006954; GO:0006955; GO:0007165; GO:0007275; GO:0031225; GO:0032496; GO:0042127; GO:0042981; GO:0097190"	"anchored component of membrane [GO:0031225]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; transmembrane signaling receptor activity [GO:0004888]; tumor necrosis factor-activated receptor activity [GO:0005031]; apoptotic signaling pathway [GO:0097190]; immune response [GO:0006955]; inflammatory response [GO:0006954]; multicellular organism development [GO:0007275]; regulation of apoptotic process [GO:0042981]; regulation of cell proliferation [GO:0042127]; response to lipopolysaccharide [GO:0032496]; signal transduction [GO:0007165]"	"apoptotic signaling pathway [GO:0097190]; immune response [GO:0006955]; inflammatory response [GO:0006954]; multicellular organism development [GO:0007275]; regulation of apoptotic process [GO:0042981]; regulation of cell proliferation [GO:0042127]; response to lipopolysaccharide [GO:0032496]; signal transduction [GO:0007165]"	"transmembrane signaling receptor activity [GO:0004888]; tumor necrosis factor-activated receptor activity [GO:0005031]"	"anchored component of membrane [GO:0031225]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]"	""	"PF00020;"	"ENOG410JFKD;ENOG410Y7QF;"	"Eukaryota"	"Metazoa"	"Chordata"	"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea (apes), Hominidae (great apes), Homininae, Homo, Homo sapiens (Human)"	"type:complete"	"len:312"	"TRINITY_DN45322_c2_g1_TRINITY_DN45322_c2_g1_i4_g.19094_m.19094:1-936(+)"	"gi"	831489115	"ref"	"XP_012706434.1"	"PREDICTED: venom phosphodiesterase 1-like isoform X2 [Fundulus heteroclitus]"	29.1	165	89	8	217	684	852	997	4.9e-07	63.9
"83737"	"TRINITY_DN45347_c0_g1_TRINITY_DN45347_c0_g1_i1_g.19205_m.19205"	"Gene.9720::TRINITY_DN45347_c0_g1_TRINITY_DN45347_c0_g1_i1_g.19205_m.19205::g.9720::m.9720"	"SDHF4_HUMAN"	60	80	30	1	57	136	31	108	3e-24	95.1	"Q5VUM1"	"reviewed"	"Succinate dehydrogenase assembly factor 4, mitochondrial (SDH assembly factor 4) (SDHAF4)"	"SDHAF4 C6orf57"	"Homo sapiens (Human)"	108	"GO:0005759; GO:0045087"	"mitochondrial matrix [GO:0005759]; innate immune response [GO:0045087]"	"innate immune response [GO:0045087]"	""	"mitochondrial matrix [GO:0005759]"	""	"PF07896;"	"KOG3245;ENOG41125HM;"	"Eukaryota"	"Metazoa"	"Chordata"	"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea (apes), Hominidae (great apes), Homininae, Homo, Homo sapiens (Human)"	"type:5prime_partial"	"len:137"	"TRINITY_DN45347_c0_g1_TRINITY_DN45347_c0_g1_i1_g.19205_m.19205:1-411(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"83741"	"TRINITY_DN45356_c0_g3_TRINITY_DN45356_c0_g3_i1_g.19231_m.19231"	"Gene.1343::TRINITY_DN45356_c0_g3_TRINITY_DN45356_c0_g3_i1_g.19231_m.19231::g.1343::m.1343"	"MXC_DANRE"	32.56	43	26	1	4	43	390	432	4.1	30.4	"Q6DKF0"	"reviewed"	"Interferon-induced GTP-binding protein MxC (IFN-inducible antiviral protein MxC) (Interferon-inducible MxC protein)"	"mxc"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	626	"GO:0000266; GO:0003374; GO:0003924; GO:0005525; GO:0008017; GO:0009615; GO:0031966; GO:0043330; GO:0045087; GO:0051607; GO:0061025"	"mitochondrial membrane [GO:0031966]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; microtubule binding [GO:0008017]; defense response to virus [GO:0051607]; dynamin family protein polymerization involved in mitochondrial fission [GO:0003374]; innate immune response [GO:0045087]; membrane fusion [GO:0061025]; mitochondrial fission [GO:0000266]; response to exogenous dsRNA [GO:0043330]; response to virus [GO:0009615]"	"defense response to virus [GO:0051607]; dynamin family protein polymerization involved in mitochondrial fission [GO:0003374]; innate immune response [GO:0045087]; membrane fusion [GO:0061025]; mitochondrial fission [GO:0000266]; response to exogenous dsRNA [GO:0043330]; response to virus [GO:0009615]"	"GTPase activity [GO:0003924]; GTP binding [GO:0005525]; microtubule binding [GO:0008017]"	"mitochondrial membrane [GO:0031966]"	"PTHR11566;"	"PF01031;PF00350;PF02212;"	"KOG0446;COG0699;"	"Eukaryota"	"Metazoa"	"Chordata"	"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Otomorpha, Ostariophysi, Otophysi, Cypriniphysae, Cypriniformes, Cyprinoidea, Cyprinidae, Danio, Danio rerio (Zebrafish) (Brachydanio rerio)"	"type:complete"	"len:121"	"TRINITY_DN45356_c0_g3_TRINITY_DN45356_c0_g3_i1_g.19231_m.19231:417-55(-)"	"gi"	115742116	"ref"	"XP_791983.2"	"PREDICTED: transcription factor Sox-17-alpha-A-like [Strongylocentrotus purpuratus]"	44.4	234	100	6	151	804	48	267	2.3e-40	175.3
"83927"	"TRINITY_DN45469_c4_g6_TRINITY_DN45469_c4_g6_i3_g.19471_m.19471"	"Gene.8829::TRINITY_DN45469_c4_g6_TRINITY_DN45469_c4_g6_i3_g.19471_m.19471::g.8829::m.8829"	"ABEC3_MOUSE"	29.17	72	49	1	56	127	84	153	5.3	30.4	"Q99J72"	"reviewed"	"DNA dC->dU-editing enzyme APOBEC-3 (EC 3.5.4.-) (Apolipoprotein B mRNA-editing complex 3) (Arp3) (CEM-15) (CEM15)"	"Apobec3"	"Mus musculus (Mouse)"	429	"GO:0002244; GO:0003723; GO:0005634; GO:0005737; GO:0008270; GO:0010529; GO:0045071; GO:0045087; GO:0047844; GO:0050688; GO:0051607; GO:1903900"	"cytoplasm [GO:0005737]; nucleus [GO:0005634]; deoxycytidine deaminase activity [GO:0047844]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]; defense response to virus [GO:0051607]; hematopoietic progenitor cell differentiation [GO:0002244]; innate immune response [GO:0045087]; negative regulation of transposition [GO:0010529]; negative regulation of viral genome replication [GO:0045071]; regulation of defense response to virus [GO:0050688]; regulation of viral life cycle [GO:1903900]"	"defense response to virus [GO:0051607]; hematopoietic progenitor cell differentiation [GO:0002244]; innate immune response [GO:0045087]; negative regulation of transposition [GO:0010529]; negative regulation of viral genome replication [GO:0045071]; regulation of defense response to virus [GO:0050688]; regulation of viral life cycle [GO:1903900]"	"deoxycytidine deaminase activity [GO:0047844]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]"	"cytoplasm [GO:0005737]; nucleus [GO:0005634]"	""	"PF08210;"	"ENOG410JBA1;ENOG41119MS;"	"Eukaryota"	"Metazoa"	"Chordata"	"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Glires (Rodents and rabbits), Rodentia, Sciurognathi, Muroidea, Muridae, Murinae, Mus, Mus, Mus musculus (Mouse)"	"type:internal"	"len:146"	"TRINITY_DN45469_c4_g6_TRINITY_DN45469_c4_g6_i3_g.19471_m.19471:437-3(-)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"83933"	"TRINITY_DN45474_c1_g2_TRINITY_DN45474_c1_g2_i1_g.19483_m.19483"	"Gene.13500::TRINITY_DN45474_c1_g2_TRINITY_DN45474_c1_g2_i1_g.19483_m.19483::g.13500::m.13500"	"MMPL7_MYCTU"	38.89	36	22	0	28	63	629	664	1.1	31.6	"P9WJU7"	"reviewed"	"Phthiocerol dimycocerosate exporter MmpL7"	"mmpL7 Rv2942 MTCY24G1.07c"	"Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)"	920	"GO:0005887; GO:0006855; GO:0006869; GO:0009405; GO:0044119; GO:0052572; GO:0071555"	"integral component of plasma membrane [GO:0005887]; cell wall organization [GO:0071555]; drug transmembrane transport [GO:0006855]; growth of symbiont in host cell [GO:0044119]; lipid transport [GO:0006869]; pathogenesis [GO:0009405]; response to host immune response [GO:0052572]"	"cell wall organization [GO:0071555]; drug transmembrane transport [GO:0006855]; growth of symbiont in host cell [GO:0044119]; lipid transport [GO:0006869]; pathogenesis [GO:0009405]; response to host immune response [GO:0052572]"	""	"integral component of plasma membrane [GO:0005887]"	""	"PF03176;"	""	"Bacteria"	""	"Actinobacteria"	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Corynebacteriales, Mycobacteriaceae, Mycobacterium, Mycobacterium tuberculosis complex, Mycobacterium tuberculosis, Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)"	"type:5prime_partial"	"len:112"	"TRINITY_DN45474_c1_g2_TRINITY_DN45474_c1_g2_i1_g.19483_m.19483:1-336(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"84081"	"TRINITY_DN45513_c2_g2_TRINITY_DN45513_c2_g2_i1_g.19647_m.19647"	"Gene.912::TRINITY_DN45513_c2_g2_TRINITY_DN45513_c2_g2_i1_g.19647_m.19647::g.912::m.912"	"IRAK1_MOUSE"	35.93	334	178	8	251	554	191	518	3e-52	194	"Q62406"	"reviewed"	"Interleukin-1 receptor-associated kinase 1 (IRAK) (IRAK-1) (EC 2.7.11.1) (Pelle-like protein kinase) (mPLK)"	"Irak1 Il1rak"	"Mus musculus (Mouse)"	710	"GO:0001959; GO:0004672; GO:0004674; GO:0005149; GO:0005524; GO:0005634; GO:0005737; GO:0005811; GO:0005829; GO:0007250; GO:0016020; GO:0016301; GO:0019221; GO:0031663; GO:0032088; GO:0032481; GO:0032494; GO:0032496; GO:0034134; GO:0034142; GO:0042803; GO:0043123; GO:0043406; GO:0043507; GO:0045087; GO:0045892; GO:0046777; GO:0046982; GO:0051092; GO:0051259; GO:0070498; GO:0070555; GO:0090370"	"cytoplasm [GO:0005737]; cytosol [GO:0005829]; lipid particle [GO:0005811]; membrane [GO:0016020]; nucleus [GO:0005634]; ATP binding [GO:0005524]; interleukin-1 receptor binding [GO:0005149]; kinase activity [GO:0016301]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; activation of NF-kappaB-inducing kinase activity [GO:0007250]; cytokine-mediated signaling pathway [GO:0019221]; innate immune response [GO:0045087]; interleukin-1-mediated signaling pathway [GO:0070498]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; negative regulation of cholesterol efflux [GO:0090370]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of JUN kinase activity [GO:0043507]; positive regulation of MAP kinase activity [GO:0043406]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of type I interferon production [GO:0032481]; protein autophosphorylation [GO:0046777]; protein oligomerization [GO:0051259]; regulation of cytokine-mediated signaling pathway [GO:0001959]; response to interleukin-1 [GO:0070555]; response to lipopolysaccharide [GO:0032496]; response to peptidoglycan [GO:0032494]; toll-like receptor 2 signaling pathway [GO:0034134]; toll-like receptor 4 signaling pathway [GO:0034142]"	"activation of NF-kappaB-inducing kinase activity [GO:0007250]; cytokine-mediated signaling pathway [GO:0019221]; innate immune response [GO:0045087]; interleukin-1-mediated signaling pathway [GO:0070498]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; negative regulation of cholesterol efflux [GO:0090370]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of JUN kinase activity [GO:0043507]; positive regulation of MAP kinase activity [GO:0043406]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of type I interferon production [GO:0032481]; protein autophosphorylation [GO:0046777]; protein oligomerization [GO:0051259]; regulation of cytokine-mediated signaling pathway [GO:0001959]; response to interleukin-1 [GO:0070555]; response to lipopolysaccharide [GO:0032496]; response to peptidoglycan [GO:0032494]; toll-like receptor 2 signaling pathway [GO:0034134]; toll-like receptor 4 signaling pathway [GO:0034142]"	"ATP binding [GO:0005524]; interleukin-1 receptor binding [GO:0005149]; kinase activity [GO:0016301]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]"	"cytoplasm [GO:0005737]; cytosol [GO:0005829]; lipid particle [GO:0005811]; membrane [GO:0016020]; nucleus [GO:0005634]"	""	"PF00531;PF00069;"	""	"Eukaryota"	"Metazoa"	"Chordata"	"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Glires (Rodents and rabbits), Rodentia, Sciurognathi, Muroidea, Muridae, Murinae, Mus, Mus, Mus musculus (Mouse)"	"type:3prime_partial"	"len:556"	"TRINITY_DN45513_c2_g2_TRINITY_DN45513_c2_g2_i1_g.19647_m.19647:1-1665(+)"	"gi"	585704809	"ref"	"XP_006823520.1"	"PREDICTED: G-type lectin S-receptor-like serine/threonine-protein kinase CES101-like [Saccoglossus kowalevskii]"	53.2	237	111	0	727	1437	283	519	2.9e-66	261.5
"84149"	"TRINITY_DN45572_c1_g3_TRINITY_DN45572_c1_g3_i2_g.19735_m.19735"	"Gene.492::TRINITY_DN45572_c1_g3_TRINITY_DN45572_c1_g3_i2_g.19735_m.19735::g.492::m.492"	"DMBT1_HUMAN"	43.79	612	249	10	39	557	227	836	3e-133	440	"Q9UGM3"	"reviewed"	"Deleted in malignant brain tumors 1 protein (Glycoprotein 340) (Gp-340) (Hensin) (Salivary agglutinin) (SAG) (Surfactant pulmonary-associated D-binding protein)"	"DMBT1 GP340"	"Homo sapiens (Human)"	2413	"GO:0005044; GO:0005576; GO:0005615; GO:0005737; GO:0007275; GO:0008329; GO:0015031; GO:0016032; GO:0019898; GO:0030670; GO:0030855; GO:0035375; GO:0042589; GO:0043152; GO:0044267; GO:0045087; GO:0048306; GO:0051607; GO:0070062"	"cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extrinsic component of membrane [GO:0019898]; phagocytic vesicle membrane [GO:0030670]; zymogen granule membrane [GO:0042589]; calcium-dependent protein binding [GO:0048306]; scavenger receptor activity [GO:0005044]; signaling pattern recognition receptor activity [GO:0008329]; zymogen binding [GO:0035375]; cellular protein metabolic process [GO:0044267]; defense response to virus [GO:0051607]; epithelial cell differentiation [GO:0030855]; induction of bacterial agglutination [GO:0043152]; innate immune response [GO:0045087]; multicellular organism development [GO:0007275]; protein transport [GO:0015031]; viral process [GO:0016032]"	"cellular protein metabolic process [GO:0044267]; defense response to virus [GO:0051607]; epithelial cell differentiation [GO:0030855]; induction of bacterial agglutination [GO:0043152]; innate immune response [GO:0045087]; multicellular organism development [GO:0007275]; protein transport [GO:0015031]; viral process [GO:0016032]"	"calcium-dependent protein binding [GO:0048306]; scavenger receptor activity [GO:0005044]; signaling pattern recognition receptor activity [GO:0008329]; zymogen binding [GO:0035375]"	"cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extrinsic component of membrane [GO:0019898]; phagocytic vesicle membrane [GO:0030670]; zymogen granule membrane [GO:0042589]"	""	"PF00431;PF00530;PF00100;"	"ENOG410IHBC;ENOG410XQVR;"	"Eukaryota"	"Metazoa"	"Chordata"	"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea (apes), Hominidae (great apes), Homininae, Homo, Homo sapiens (Human)"	"type:5prime_partial"	"len:714"	"TRINITY_DN45572_c1_g3_TRINITY_DN45572_c1_g3_i2_g.19735_m.19735:1-2142(+)"	"gi"	919040956	"ref"	"XP_013403793.1"	"PREDICTED: deleted in malignant brain tumors 1 protein-like [Lingula anatina]"	58	81	33	1	136	375	1330	1410	2.9e-18	102.4
"84287"	"TRINITY_DN45578_c7_g2_TRINITY_DN45578_c7_g2_i1_g.19751_m.19751"	"Gene.6853::TRINITY_DN45578_c7_g2_TRINITY_DN45578_c7_g2_i1_g.19751_m.19751::g.6853::m.6853"	"PA21B_MOUSE"	42.75	131	55	4	26	154	18	130	5e-23	94.4	"Q9Z0Y2"	"reviewed"	"Phospholipase A2 (EC 3.1.1.4) (Group IB phospholipase A2) (PLA2-Ib) (Phosphatidylcholine 2-acylhydrolase 1B)"	"Pla2g1b Pla2"	"Mus musculus (Mouse)"	146	"GO:0002227; GO:0004623; GO:0005102; GO:0005509; GO:0005576; GO:0005615; GO:0005829; GO:0006633; GO:0009395; GO:0009986; GO:0019731; GO:0030141; GO:0044240; GO:0045740; GO:0046470; GO:0047498; GO:0050482; GO:0050830"	"cell surface [GO:0009986]; cytosol [GO:0005829]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; secretory granule [GO:0030141]; calcium ion binding [GO:0005509]; calcium-dependent phospholipase A2 activity [GO:0047498]; phospholipase A2 activity [GO:0004623]; receptor binding [GO:0005102]; antibacterial humoral response [GO:0019731]; arachidonic acid secretion [GO:0050482]; defense response to Gram-positive bacterium [GO:0050830]; fatty acid biosynthetic process [GO:0006633]; innate immune response in mucosa [GO:0002227]; multicellular organismal lipid catabolic process [GO:0044240]; phosphatidylcholine metabolic process [GO:0046470]; phospholipid catabolic process [GO:0009395]; positive regulation of DNA replication [GO:0045740]"	"antibacterial humoral response [GO:0019731]; arachidonic acid secretion [GO:0050482]; defense response to Gram-positive bacterium [GO:0050830]; fatty acid biosynthetic process [GO:0006633]; innate immune response in mucosa [GO:0002227]; multicellular organismal lipid catabolic process [GO:0044240]; phosphatidylcholine metabolic process [GO:0046470]; phospholipid catabolic process [GO:0009395]; positive regulation of DNA replication [GO:0045740]"	"calcium-dependent phospholipase A2 activity [GO:0047498]; calcium ion binding [GO:0005509]; phospholipase A2 activity [GO:0004623]; receptor binding [GO:0005102]"	"cell surface [GO:0009986]; cytosol [GO:0005829]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; secretory granule [GO:0030141]"	"PTHR11716;"	"PF00068;"	"KOG4087;ENOG411283D;"	"Eukaryota"	"Metazoa"	"Chordata"	"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Glires (Rodents and rabbits), Rodentia, Sciurognathi, Muroidea, Muridae, Murinae, Mus, Mus, Mus musculus (Mouse)"	"type:complete"	"len:175"	"TRINITY_DN45578_c7_g2_TRINITY_DN45578_c7_g2_i1_g.19751_m.19751:1-525(+)"	"gi"	390368852	"ref"	"XP_796428.3"	"PREDICTED: basic phospholipase A2 nigroxin B [Strongylocentrotus purpuratus]"	40.8	125	68	3	100	465	9	130	1.3e-17	98.2
"84374"	"TRINITY_DN45629_c4_g4_TRINITY_DN45629_c4_g4_i2_g.19885_m.19885"	"Gene.9197::TRINITY_DN45629_c4_g4_TRINITY_DN45629_c4_g4_i2_g.19885_m.19885::g.9197::m.9197"	"VNN1_MOUSE"	25.49	102	63	3	33	134	11	99	7.8	30	"Q9Z0K8"	"reviewed"	"Pantetheinase (EC 3.5.1.92) (Pantetheine hydrolase) (Vascular non-inflammatory molecule 1) (Vanin-1)"	"Vnn1"	"Mus musculus (Mouse)"	512	"GO:0002526; GO:0002544; GO:0005886; GO:0006954; GO:0015939; GO:0016021; GO:0016337; GO:0017159; GO:0031225; GO:0033089; GO:0034235; GO:0045087; GO:0070062; GO:1902176"	"anchored component of membrane [GO:0031225]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; GPI anchor binding [GO:0034235]; pantetheine hydrolase activity [GO:0017159]; acute inflammatory response [GO:0002526]; chronic inflammatory response [GO:0002544]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902176]; pantothenate metabolic process [GO:0015939]; positive regulation of T cell differentiation in thymus [GO:0033089]; single organismal cell-cell adhesion [GO:0016337]"	"acute inflammatory response [GO:0002526]; chronic inflammatory response [GO:0002544]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902176]; pantothenate metabolic process [GO:0015939]; positive regulation of T cell differentiation in thymus [GO:0033089]; single organismal cell-cell adhesion [GO:0016337]"	"GPI anchor binding [GO:0034235]; pantetheine hydrolase activity [GO:0017159]"	"anchored component of membrane [GO:0031225]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	"PTHR10609;"	"PF00795;"	"KOG0806;COG0388;"	"Eukaryota"	"Metazoa"	"Chordata"	"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Glires (Rodents and rabbits), Rodentia, Sciurognathi, Muroidea, Muridae, Murinae, Mus, Mus, Mus musculus (Mouse)"	"type:internal"	"len:142"	"TRINITY_DN45629_c4_g4_TRINITY_DN45629_c4_g4_i2_g.19885_m.19885:1-423(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
